"","tract_name","pop_total","pop_total_25plus","median_household_income","pop_white","pop_black","pop_amerindian","pop_asian","pop_nativehawaii","pop_otherrace","pop_tworaces","pop_hispanic","mhinc_2544ages","mhinc_4465ages","fips_state_code","fips_county_code","tract","mhinc","pct_popam","pct_popas","pct_pophi","pct_popbl","pct_popwh","pct_pophp","pct_poptr","pct_popothr","pocrace","race_brks_nonwhiteasian","inc_brks"
"7144","Census Tract 2012, Napa County, California",5000,3876,60902,2908,0,0,344,0,17,69,1662,48932,79286,6,55,"201200",128218,0,6.9,33.2,0,58.2,0,1.4,0.3,33.2,"20-39%","$100-149k"
"7145","Census Tract 136.05, San Diego County, California",6756,4771,111466,4819,16,0,137,0,0,215,1569,76219,153053,6,73,"013605",229272,0,2,23.2,0.2,71.3,0,3.2,0,23.4,"20-39%","$200k+"
"7146","Census Tract 97.04, San Diego County, California",6013,4434,99375,4066,268,0,756,0,0,192,731,117813,99000,6,73,"009704",216813,0,12.6,12.2,4.5,67.6,0,3.2,0,16.7,"0-19%","$200k+"
"7147","Census Tract 88, San Diego County, California",7092,4760,50153,1474,288,25,3199,11,0,314,1781,64512,50234,6,73,"008800",114746,0.4,45.1,25.1,4.1,20.8,0.2,4.4,0,29.6,"20-39%","$100-149k"
"7148","Census Tract 91.06, San Diego County, California",4747,1665,60114,3061,77,10,312,15,8,200,1064,81641,50833,6,73,"009106",132474,0.2,6.6,22.4,1.6,64.5,0.3,4.2,0.2,24.2,"20-39%","$100-149k"
"7149","Census Tract 83.11, San Diego County, California",3138,2270,164653,2419,0,10,275,8,37,86,303,250001,250001,6,73,"008311",500002,0.3,8.8,9.7,0,77.1,0.3,2.7,1.2,10,"0-19%","$200k+"
"7150","Census Tract 136.06, San Diego County, California",6421,4737,77449,3500,434,0,389,0,0,398,1700,79565,89028,6,73,"013606",168593,0,6.1,26.5,6.8,54.5,0,6.2,0,33.3,"20-39%","$150-199k"
"7151","Census Tract 138.02, San Diego County, California",3151,1927,52733,693,636,15,128,67,11,84,1517,54087,49375,6,73,"013802",103462,0.5,4.1,48.1,20.2,22,2.1,2.7,0.3,68.8,"60-79%","$100-149k"
"7152","Census Tract 139.05, San Diego County, California",3723,2577,84677,1482,536,0,374,28,0,201,1102,86875,103229,6,73,"013905",190104,0,10,29.6,14.4,39.8,0.8,5.4,0,44,"40-59%","$150-199k"
"7153","Census Tract 142, San Diego County, California",6393,4295,74033,2075,761,0,530,10,14,102,2901,79797,75845,6,73,"014200",155642,0,8.3,45.4,11.9,32.5,0.2,1.6,0.2,57.3,"40-59%","$150-199k"
"7154","Census Tract 143, San Diego County, California",4080,2634,60323,1338,308,0,215,0,0,44,2175,50868,70741,6,73,"014300",121609,0,5.3,53.3,7.5,32.8,0,1.1,0,60.8,"60-79%","$100-149k"
"7155","Census Tract 152, San Diego County, California",3701,2764,98929,2553,127,0,23,31,135,237,595,129737,120099,6,73,"015200",249836,0,0.6,16.1,3.4,69,0.8,6.4,3.6,19.5,"0-19%","$200k+"
"7156","Census Tract 153.01, San Diego County, California",3297,2062,48194,1924,235,0,199,23,0,257,659,49375,70341,6,73,"015301",119716,0,6,20,7.1,58.4,0.7,7.8,0,27.1,"20-39%","$100-149k"
"7157","Census Tract 154.05, San Diego County, California",5599,3938,102602,4113,34,0,64,0,0,202,1186,103873,129167,6,73,"015405",233040,0,1.1,21.2,0.6,73.5,0,3.6,0,21.8,"20-39%","$200k+"
"7158","Census Tract 156.02, San Diego County, California",2267,1624,116125,1717,18,4,45,0,15,35,433,131250,131000,6,73,"015602",262250,0.2,2,19.1,0.8,75.7,0,1.5,0.7,20.1,"20-39%","$200k+"
"7159","Census Tract 157.04, San Diego County, California",3979,2507,48185,2064,300,0,23,0,0,152,1440,52601,56906,6,73,"015704",109507,0,0.6,36.2,7.5,51.9,0,3.8,0,43.7,"40-59%","$100-149k"
"7160","Census Tract 161, San Diego County, California",6344,4525,69823,4318,315,19,90,48,0,306,1248,67630,94271,6,73,"016100",161901,0.3,1.4,19.7,5,68.1,0.8,4.8,0,25,"20-39%","$150-199k"
"7161","Census Tract 163.01, San Diego County, California",5353,3364,36895,2597,483,23,190,25,17,247,1771,38750,43102,6,73,"016301",81852,0.4,3.5,33.1,9,48.5,0.5,4.6,0.3,42.5,"40-59%","$75-99k"
"7162","Census Tract 166.05, San Diego County, California",7271,5401,69792,5502,140,12,210,31,0,185,1191,76866,80000,6,73,"016605",156866,0.2,2.9,16.4,1.9,75.7,0.4,2.5,0,18.5,"0-19%","$150-199k"
"7163","Census Tract 166.06, San Diego County, California",4014,2628,92063,2676,23,7,302,0,7,197,802,86389,114917,6,73,"016606",201306,0.2,7.5,20,0.6,66.7,0,4.9,0.2,20.8,"20-39%","$200k+"
"7164","Census Tract 166.07, San Diego County, California",6846,4761,79229,5064,136,0,259,0,19,217,1151,66008,117885,6,73,"016607",183893,0,3.8,16.8,2,74,0,3.2,0.3,18.8,"0-19%","$150-199k"
"7165","Census Tract 166.12, San Diego County, California",6158,4250,93880,4371,43,0,189,39,0,247,1269,96458,100625,6,73,"016612",197083,0,3.1,20.6,0.7,71,0.6,4,0,21.3,"20-39%","$150-199k"
"7166","Census Tract 168.02, San Diego County, California",7131,5492,73452,5991,31,0,56,40,0,121,892,68693,88182,6,73,"016802",156875,0,0.8,12.5,0.4,84,0.6,1.7,0,12.9,"0-19%","$150-199k"
"7167","Census Tract 168.06, San Diego County, California",4449,3105,59054,3141,120,0,49,0,0,114,1025,58606,60292,6,73,"016806",118898,0,1.1,23,2.7,70.6,0,2.6,0,25.7,"20-39%","$100-149k"
"7168","Census Tract 170.30, San Diego County, California",21927,13883,139770,11503,111,158,7323,0,0,1081,1751,168750,143450,6,73,"017030",312200,0.7,33.4,8,0.5,52.5,0,4.9,0,9.2,"0-19%","$200k+"
"7169","Census Tract 170.31, San Diego County, California",3995,2564,95903,2283,17,0,750,0,0,208,737,103646,97438,6,73,"017031",201084,0,18.8,18.4,0.4,57.1,0,5.2,0,18.8,"0-19%","$200k+"
"7170","Census Tract 170.42, San Diego County, California",7921,5169,127841,3865,192,0,2661,0,16,543,644,143622,118716,6,73,"017042",262338,0,33.6,8.1,2.4,48.8,0,6.9,0.2,10.5,"0-19%","$200k+"
"7171","Census Tract 170.44, San Diego County, California",5710,3693,141595,2977,99,11,2002,0,28,151,442,138929,150938,6,73,"017044",289867,0.2,35.1,7.7,1.7,52.1,0,2.6,0.5,9.6,"0-19%","$200k+"
"7172","Census Tract 170.45, San Diego County, California",2753,1846,150391,1479,38,0,956,0,0,115,165,175417,153988,6,73,"017045",329405,0,34.7,6,1.4,53.7,0,4.2,0,7.4,"0-19%","$200k+"
"7173","Census Tract 187, San Diego County, California",40402,11447,41709,24195,4106,508,978,134,80,654,9747,45625,69032,6,73,"018700",114657,1.3,2.4,24.1,10.2,59.9,0.3,1.6,0.2,35.6,"20-39%","$100-149k"
"7174","Census Tract 188.03, San Diego County, California",4729,3590,70734,2902,79,20,279,0,10,207,1232,90714,70609,6,73,"018803",161323,0.4,5.9,26.1,1.7,61.4,0,4.4,0.2,28.2,"20-39%","$150-199k"
"7175","Census Tract 191.06, San Diego County, California",8808,5723,82817,4669,53,609,557,5,28,245,2642,72250,109000,6,73,"019106",181250,6.9,6.3,30,0.6,53,0.1,2.8,0.3,37.5,"20-39%","$150-199k"
"7176","Census Tract 196.01, San Diego County, California",6930,4435,62210,3997,112,0,87,0,0,135,2599,61224,75227,6,73,"019601",136451,0,1.3,37.5,1.6,57.7,0,1.9,0,39.1,"20-39%","$100-149k"
"7177","Census Tract 82, San Diego County, California",2709,2327,78056,2424,33,0,76,0,0,37,139,67031,161691,6,73,"008200",228722,0,2.8,5.1,1.2,89.5,0,1.4,0,6.3,"0-19%","$200k+"
"7178","Census Tract 83.01, San Diego County, California",3058,2463,112542,2640,24,0,131,0,0,102,161,138409,158047,6,73,"008301",296456,0,4.3,5.3,0.8,86.3,0,3.3,0,6.1,"0-19%","$200k+"
"7179","Census Tract 83.05, San Diego County, California",2002,1383,37863,881,33,0,695,0,0,76,317,34309,NA,6,73,"008305",NA,0,34.7,15.8,1.6,44,0,3.8,0,17.4,"0-19%",NA
"7180","Census Tract 83.07, San Diego County, California",3924,2764,84722,2756,68,101,259,32,0,133,575,113704,135606,6,73,"008307",249310,2.6,6.6,14.7,1.7,70.2,0.8,3.4,0,19,"0-19%","$200k+"
"7181","Census Tract 8.02, Merced County, California",4240,2611,60217,1726,45,0,278,0,0,33,2158,66008,61938,6,47,"000802",127946,0,6.6,50.9,1.1,40.7,0,0.8,0,52,"40-59%","$100-149k"
"7182","Census Tract 9.01, Merced County, California",3878,2464,54922,1459,83,8,97,0,8,26,2197,49297,78125,6,47,"000901",127422,0.2,2.5,56.7,2.1,37.6,0,0.7,0.2,59,"40-59%","$100-149k"
"7183","Census Tract 9.02, Merced County, California",9633,5669,47801,2969,322,15,1308,25,0,318,4676,49971,46763,6,47,"000902",96734,0.2,13.6,48.5,3.3,30.8,0.3,3.3,0,52,"40-59%","$75-99k"
"7184","Census Tract 12, Merced County, California",5361,3565,59297,2302,83,8,345,0,16,255,2352,45833,66310,6,47,"001200",112143,0.1,6.4,43.9,1.5,42.9,0,4.8,0.3,45.5,"40-59%","$100-149k"
"7185","Census Tract 14.01, Merced County, California",4377,2608,34286,1463,120,6,310,0,57,105,2316,36597,40000,6,47,"001401",76597,0.1,7.1,52.9,2.7,33.4,0,2.4,1.3,55.7,"40-59%","$75-99k"
"7186","Census Tract 2742.02, Los Angeles County, California",4384,3848,94766,3530,58,0,195,54,109,102,336,103147,120250,6,37,"274202",223397,0,4.4,7.7,1.3,80.5,1.2,2.3,2.5,9,"0-19%","$200k+"
"7187","Census Tract 2739.02, Los Angeles County, California",3999,3538,113125,3266,93,0,99,0,17,61,463,149018,125882,6,37,"273902",274900,0,2.5,11.6,2.3,81.7,0,1.5,0.4,13.9,"0-19%","$200k+"
"7188","Census Tract 2735.02, Los Angeles County, California",2886,2530,69225,2160,113,0,103,0,0,141,369,80804,NA,6,37,"273502",NA,0,3.6,12.8,3.9,74.8,0,4.9,0,16.7,"0-19%",NA
"7189","Census Tract 134.17, San Diego County, California",2206,1641,125859,705,182,6,300,0,0,70,943,185114,128125,6,73,"013417",313239,0.3,13.6,42.7,8.3,32,0,3.2,0,51.3,"40-59%","$200k+"
"7190","Census Tract 134.16, San Diego County, California",4029,2664,86420,1112,255,7,396,13,0,104,2142,82361,102303,6,73,"013416",184664,0.2,9.8,53.2,6.3,27.6,0.3,2.6,0,59.7,"40-59%","$150-199k"
"7191","Census Tract 141.02, San Diego County, California",4157,2857,59386,479,1168,0,591,0,0,330,1589,60643,75833,6,73,"014102",136476,0,14.2,38.2,28.1,11.5,0,7.9,0,66.3,"60-79%","$100-149k"
"7192","Census Tract 134.14, San Diego County, California",7797,5226,101747,2636,214,0,1289,110,0,422,3126,111972,98709,6,73,"013414",210681,0,16.5,40.1,2.7,33.8,1.4,5.4,0,42.8,"40-59%","$200k+"
"7193","Census Tract 146.01, San Diego County, California",4765,3436,44154,2780,218,56,120,23,0,234,1334,70764,82743,6,73,"014601",153507,1.2,2.5,28,4.6,58.3,0.5,4.9,0,33.8,"20-39%","$150-199k"
"7194","Census Tract 147, San Diego County, California",8094,5491,63779,4506,299,0,615,0,0,550,2124,64435,71641,6,73,"014700",136076,0,7.6,26.2,3.7,55.7,0,6.8,0,29.9,"20-39%","$100-149k"
"7195","Census Tract 154.04, San Diego County, California",8275,5234,50127,5654,272,0,305,0,0,396,1648,45857,66429,6,73,"015404",112286,0,3.7,19.9,3.3,68.3,0,4.8,0,23.2,"20-39%","$100-149k"
"7196","Census Tract 159.02, San Diego County, California",5031,3134,45885,2582,404,50,290,53,20,77,1555,47781,42476,6,73,"015902",90257,1,5.8,30.9,8,51.3,1.1,1.5,0.4,39.9,"20-39%","$75-99k"
"7197","Census Tract 162.02, San Diego County, California",3609,2182,43458,1987,389,9,151,28,5,234,806,55345,37750,6,73,"016202",93095,0.2,4.2,22.3,10.8,55.1,0.8,6.5,0.1,33.3,"20-39%","$75-99k"
"7198","Census Tract 166.09, San Diego County, California",5347,3421,84361,3929,53,11,120,4,14,150,1066,85972,90625,6,73,"016609",176597,0.2,2.2,19.9,1,73.5,0.1,2.8,0.3,21.1,"20-39%","$150-199k"
"7199","Census Tract 170.06, San Diego County, California",2928,2151,129125,2135,30,0,463,0,0,62,238,168269,179750,6,73,"017006",348019,0,15.8,8.1,1,72.9,0,2.1,0,9.1,"0-19%","$200k+"
"7200","Census Tract 170.29, San Diego County, California",9149,6325,151267,6350,0,0,1315,0,16,182,1286,118919,177852,6,73,"017029",296771,0,14.4,14.1,0,69.4,0,2,0.2,14.1,"0-19%","$200k+"
"7201","Census Tract 170.39, San Diego County, California",7516,5382,101649,3783,65,0,2441,0,0,431,796,97731,120536,6,73,"017039",218267,0,32.5,10.6,0.9,50.3,0,5.7,0,11.5,"0-19%","$200k+"
"7202","Census Tract 170.40, San Diego County, California",4861,3455,110906,2678,89,0,1000,17,0,245,832,152250,110833,6,73,"017040",263083,0,20.6,17.1,1.8,55.1,0.3,5,0,18.9,"0-19%","$200k+"
"7203","Census Tract 91.03, Sacramento County, California",3341,2285,55417,1799,448,3,302,0,0,99,690,49808,74850,6,67,"009103",124658,0.1,9,20.7,13.4,53.8,0,3,0,34.2,"20-39%","$100-149k"
"7204","Census Tract 91.06, Sacramento County, California",4099,3087,57207,2379,179,0,279,82,11,111,1058,58021,66484,6,67,"009106",124505,0,6.8,25.8,4.4,58,2,2.7,0.3,30.2,"20-39%","$100-149k"
"7205","Census Tract 91.07, Sacramento County, California",3260,2340,70658,1908,309,0,281,0,0,152,610,71310,83438,6,67,"009107",154748,0,8.6,18.7,9.5,58.5,0,4.7,0,28.2,"20-39%","$150-199k"
"7206","Census Tract 94.03, Sacramento County, California",1966,1452,77857,1312,0,41,81,6,13,56,457,66667,81708,6,67,"009403",148375,2.1,4.1,23.2,0,66.7,0.3,2.8,0.7,25.3,"20-39%","$100-149k"
"7207","Census Tract 14, Sacramento County, California",2526,2234,40231,1871,133,0,136,0,0,172,214,52778,17202,6,67,"001400",69980,0,5.4,8.5,5.3,74.1,0,6.8,0,13.8,"0-19%","$50-74k"
"7208","Census Tract 26, Sacramento County, California",2642,2093,81444,1803,101,0,293,12,4,41,388,77763,99236,6,67,"002600",176999,0,11.1,14.7,3.8,68.2,0.5,1.6,0.2,18.5,"0-19%","$150-199k"
"7209","Census Tract 27, Sacramento County, California",3440,2476,34796,1208,790,36,179,0,19,172,1036,42969,43200,6,67,"002700",86169,1,5.2,30.1,23,35.1,0,5,0.6,54.1,"40-59%","$75-99k"
"7210","Census Tract 38, Sacramento County, California",5764,3753,49630,793,1816,1,610,281,0,171,2092,49013,65486,6,67,"003800",114499,0,10.6,36.3,31.5,13.8,4.9,3,0,67.8,"60-79%","$100-149k"
"7211","Census Tract 40.01, Sacramento County, California",5622,4299,56484,1799,432,0,1358,0,0,339,1694,60972,70000,6,67,"004001",130972,0,24.2,30.1,7.7,32,0,6,0,37.8,"20-39%","$100-149k"
"7212","Census Tract 41, Sacramento County, California",5338,3486,33162,745,738,0,1885,117,0,48,1805,42813,28750,6,67,"004100",71563,0,35.3,33.8,13.8,14,2.2,0.9,0,47.6,"40-59%","$50-74k"
"7213","Census Tract 46.01, Sacramento County, California",8043,4641,29872,1369,1472,0,1432,46,628,403,2693,38343,30688,6,67,"004601",69031,0,17.8,33.5,18.3,17,0.6,5,7.8,51.8,"40-59%","$50-74k"
"7214","Census Tract 48.02, Sacramento County, California",4762,3135,38288,782,546,13,1477,95,49,205,1595,40036,40972,6,67,"004802",81008,0.3,31,33.5,11.5,16.4,2,4.3,1,45.3,"40-59%","$75-99k"
"7215","Census Tract 49.04, Sacramento County, California",5714,3929,55086,1358,875,0,1100,180,0,371,1830,53011,57391,6,67,"004904",110402,0,19.3,32,15.3,23.8,3.2,6.5,0,47.3,"40-59%","$100-149k"
"7216","Census Tract 55.02, Sacramento County, California",5603,3426,29808,1707,341,0,478,13,0,177,2887,32037,29405,6,67,"005502",61442,0,8.5,51.5,6.1,30.5,0.2,3.2,0,57.6,"40-59%","$50-74k"
"7217","Census Tract 57.01, Sacramento County, California",3087,2174,88563,2061,256,0,220,13,0,191,346,88063,109875,6,67,"005701",197938,0,7.1,11.2,8.3,66.8,0.4,6.2,0,19.5,"0-19%","$150-199k"
"7218","Census Tract 82.06, Sacramento County, California",5769,4003,82070,4475,10,62,316,0,0,215,691,111014,83898,6,67,"008206",194912,1.1,5.5,12,0.2,77.6,0,3.7,0,13.3,"0-19%","$150-199k"
"7219","Census Tract 85.01, Sacramento County, California",6467,4383,126838,4133,88,11,1111,0,0,270,854,128269,135764,6,67,"008501",264033,0.2,17.2,13.2,1.4,63.9,0,4.2,0,14.8,"0-19%","$200k+"
"7220","Census Tract 93.11, Sacramento County, California",6786,4141,79505,2110,723,0,1730,153,9,470,1591,71979,92333,6,67,"009311",164312,0,25.5,23.4,10.7,31.1,2.3,6.9,0.1,34.1,"20-39%","$150-199k"
"7221","Census Tract 92.01, San Diego County, California",5885,3380,66413,2175,1025,11,807,8,0,218,1641,69005,106250,6,73,"009201",175255,0.2,13.7,27.9,17.4,37,0.1,3.7,0,45.5,"40-59%","$150-199k"
"7222","Census Tract 97.06, San Diego County, California",7273,5465,111473,5200,261,60,348,0,50,153,1201,153651,126176,6,73,"009706",279827,0.8,4.8,16.5,3.6,71.5,0,2.1,0.7,20.9,"20-39%","$200k+"
"7223","Census Tract 100.10, San Diego County, California",5846,3801,48750,535,163,0,734,0,0,16,4398,56985,58250,6,73,"010010",115235,0,12.6,75.2,2.8,9.2,0,0.3,0,78,"60-79%","$100-149k"
"7224","Census Tract 101.04, San Diego County, California",3867,2572,60909,805,295,0,612,0,0,56,2099,52014,73056,6,73,"010104",125070,0,15.8,54.3,7.6,20.8,0,1.4,0,61.9,"60-79%","$100-149k"
"7225","Census Tract 101.06, San Diego County, California",6111,3768,43830,627,45,0,160,0,0,83,5196,49345,42112,6,73,"010106",91457,0,2.6,85,0.7,10.3,0,1.4,0,85.7,"80-89%","$75-99k"
"7226","Census Tract 83.30, San Diego County, California",5911,3809,138077,3183,584,0,1696,0,0,104,344,132542,144432,6,73,"008330",276974,0,28.7,5.8,9.9,53.8,0,1.8,0,15.7,"0-19%","$200k+"
"7227","Census Tract 103, San Diego County, California",4462,2951,67361,1950,123,0,375,0,0,164,1850,53690,86354,6,73,"010300",140044,0,8.4,41.5,2.8,43.7,0,3.7,0,44.3,"40-59%","$100-149k"
"7228","Census Tract 104.02, San Diego County, California",6171,3755,46016,984,209,27,717,0,0,152,4082,48766,45685,6,73,"010402",94451,0.4,11.6,66.1,3.4,15.9,0,2.5,0,69.9,"60-79%","$75-99k"
"7229","Census Tract 83.28, San Diego County, California",6663,4253,167689,3244,160,0,2440,0,23,358,438,142428,185469,6,73,"008328",327897,0,36.6,6.6,2.4,48.7,0,5.4,0.3,9,"0-19%","$200k+"
"7230","Census Tract 83.46, San Diego County, California",5020,3637,150405,2173,50,0,2306,9,0,117,365,150804,160203,6,73,"008346",311007,0,45.9,7.3,1,43.3,0.2,2.3,0,8.3,"0-19%","$200k+"
"7231","Census Tract 83.52, San Diego County, California",3722,2654,81250,1087,37,0,1694,7,0,240,657,99844,78352,6,73,"008352",178196,0,45.5,17.7,1,29.2,0.2,6.4,0,18.7,"0-19%","$150-199k"
"7232","Census Tract 91.03, San Diego County, California",3606,2780,76667,2654,53,66,98,0,0,93,642,89605,78125,6,73,"009103",167730,1.8,2.7,17.8,1.5,73.6,0,2.6,0,21.1,"20-39%","$150-199k"
"7233","Census Tract 93.04, San Diego County, California",9130,6590,74931,5557,552,21,703,0,0,105,2192,92292,94881,6,73,"009304",187173,0.2,7.7,24,6,60.9,0,1.2,0,30.2,"20-39%","$150-199k"
"7234","Census Tract 48, San Diego County, California",3960,2308,33797,317,291,11,55,0,0,19,3267,38929,34167,6,73,"004800",73096,0.3,1.4,82.5,7.3,8,0,0.5,0,90.1,"90-100%","$50-74k"
"7235","Census Tract 66, San Diego County, California",1752,801,52643,867,257,42,181,0,0,71,334,54179,NA,6,73,"006600",NA,2.4,10.3,19.1,14.7,49.5,0,4.1,0,36.2,"20-39%",NA
"7236","Census Tract 70.02, San Diego County, California",2982,2292,133000,2280,155,0,116,13,0,69,349,126458,157941,6,73,"007002",284399,0,3.9,11.7,5.2,76.5,0.4,2.3,0,16.9,"0-19%","$200k+"
"7237","Census Tract 91.04, San Diego County, California",3103,2384,96080,2306,21,0,190,0,0,130,456,135469,106452,6,73,"009104",241921,0,6.1,14.7,0.7,74.3,0,4.2,0,15.4,"0-19%","$200k+"
"7238","Census Tract 75.02, San Diego County, California",3256,2735,71964,2562,51,14,119,0,0,97,413,83500,53690,6,73,"007502",137190,0.4,3.7,12.7,1.6,78.7,0,3,0,14.7,"0-19%","$100-149k"
"7239","Census Tract 95.02, San Diego County, California",4081,2988,82361,2373,257,72,659,0,0,165,555,79857,103542,6,73,"009502",183399,1.8,16.1,13.6,6.3,58.1,0,4,0,21.7,"20-39%","$150-199k"
"7240","Census Tract 87.01, San Diego County, California",3165,1951,70000,1301,262,0,562,0,81,224,735,79278,57159,6,73,"008701",136437,0,17.8,23.2,8.3,41.1,0,7.1,2.6,31.5,"20-39%","$100-149k"
"7241","Census Tract 92.02, San Diego County, California",5944,4182,78211,3364,296,11,854,13,7,361,1038,121027,83036,6,73,"009202",204063,0.2,14.4,17.5,5,56.6,0.2,6.1,0.1,22.7,"20-39%","$200k+"
"7242","Census Tract 95.06, San Diego County, California",4512,3105,113068,2996,165,0,476,8,38,291,538,126974,118250,6,73,"009506",245224,0,10.5,11.9,3.7,66.4,0.2,6.4,0.8,15.6,"0-19%","$200k+"
"7243","Census Tract 96.02, San Diego County, California",4162,3100,74219,2695,133,18,254,77,0,130,855,97656,95833,6,73,"009602",193489,0.4,6.1,20.5,3.2,64.8,1.9,3.1,0,24.1,"20-39%","$150-199k"
"7244","Census Tract 96.04, San Diego County, California",3693,2532,73590,2092,188,23,306,0,34,116,934,88555,74825,6,73,"009604",163380,0.6,8.3,25.3,5.1,56.6,0,3.1,0.9,31,"20-39%","$150-199k"
"7245","Census Tract 100.01, San Diego County, California",3693,2668,66231,561,68,27,608,12,28,83,2306,69444,56983,6,73,"010001",126427,0.7,16.5,62.4,1.8,15.2,0.3,2.2,0.8,64.9,"60-79%","$100-149k"
"7246","Census Tract 100.13, San Diego County, California",5639,3310,36393,89,54,0,49,0,0,33,5414,36250,36881,6,73,"010013",73131,0,0.9,96,1,1.6,0,0.6,0,97,"90-100%","$50-74k"
"7247","Census Tract 100.15, San Diego County, California",3062,1762,90125,173,60,0,115,0,0,44,2670,96563,81500,6,73,"010015",178063,0,3.8,87.2,2,5.6,0,1.4,0,89.2,"80-89%","$150-199k"
"7248","Census Tract 101.11, San Diego County, California",3328,2177,37560,279,7,0,30,0,0,14,2998,36198,44115,6,73,"010111",80313,0,0.9,90.1,0.2,8.4,0,0.4,0,90.3,"90-100%","$75-99k"
"7249","Census Tract 105.02, San Diego County, California",5785,3466,42963,1088,391,15,562,182,0,213,3334,43276,48224,6,73,"010502",91500,0.3,9.7,57.6,6.8,18.8,3.1,3.7,0,64.7,"60-79%","$75-99k"
"7250","Census Tract 110, San Diego County, California",3732,2945,96728,2892,4,1,120,0,8,66,641,68375,120268,6,73,"011000",188643,0,3.2,17.2,0.1,77.5,0,1.8,0.2,17.3,"0-19%","$150-199k"
"7251","Census Tract 113, San Diego County, California",2893,868,146250,1451,584,22,153,18,29,28,608,133438,148000,6,73,"011300",281438,0.8,5.3,21,20.2,50.2,0.6,1,1,42,"40-59%","$200k+"
"7252","Census Tract 120.02, San Diego County, California",3851,2593,36375,158,115,16,1962,0,0,78,1522,35909,38047,6,73,"012002",73956,0.4,50.9,39.5,3,4.1,0,2,0,42.9,"40-59%","$50-74k"
"7253","Census Tract 123.04, San Diego County, California",3525,2385,52277,1065,65,0,125,0,0,88,2182,51067,89028,6,73,"012304",140095,0,3.5,61.9,1.8,30.2,0,2.5,0,63.7,"60-79%","$100-149k"
"7254","Census Tract 129, San Diego County, California",3393,2316,75930,836,92,0,298,13,7,66,2081,69821,82969,6,73,"012900",152790,0,8.8,61.3,2.7,24.6,0.4,1.9,0.2,64,"60-79%","$150-199k"
"7255","Census Tract 1514.02, Sonoma County, California",9837,5770,45142,3348,463,271,280,126,0,228,5121,46283,59813,6,97,"151402",106096,2.8,2.8,52.1,4.7,34,1.3,2.3,0,59.6,"40-59%","$100-149k"
"7256","Census Tract 1521, Sonoma County, California",3096,2350,58438,2139,85,14,104,6,8,261,479,76118,70664,6,97,"152100",146782,0.5,3.4,15.5,2.7,69.1,0.2,8.4,0.3,18.7,"0-19%","$100-149k"
"7257","Census Tract 1523, Sonoma County, California",4174,3196,95066,3306,28,10,113,0,0,205,512,154250,113523,6,97,"152300",267773,0.2,2.7,12.3,0.7,79.2,0,4.9,0,13.2,"0-19%","$200k+"
"7258","Census Tract 1524, Sonoma County, California",10285,8206,119549,7917,159,37,1070,40,0,393,669,150372,142050,6,97,"152400",292422,0.4,10.4,6.5,1.5,77,0.4,3.8,0,8.4,"0-19%","$200k+"
"7259","Census Tract 1526, Sonoma County, California",8127,5883,104558,6652,114,12,300,6,0,456,587,125909,129044,6,97,"152600",254953,0.1,3.7,7.2,1.4,81.9,0.1,5.6,0,8.7,"0-19%","$200k+"
"7260","Census Tract 82.03, Sacramento County, California",4784,3523,63272,3993,187,69,91,0,0,177,267,85682,93646,6,67,"008203",179328,1.4,1.9,5.6,3.9,83.5,0,3.7,0,10.9,"0-19%","$150-199k"
"7261","Census Tract 72.02, Sacramento County, California",3845,2528,54183,2494,50,0,333,0,0,188,780,53681,55167,6,67,"007202",108848,0,8.7,20.3,1.3,64.9,0,4.9,0,21.6,"20-39%","$100-149k"
"7262","Census Tract 81.32, Sacramento County, California",3803,2823,60917,2825,253,0,159,0,0,160,406,95652,67625,6,67,"008132",163277,0,4.2,10.7,6.7,74.3,0,4.2,0,17.4,"0-19%","$150-199k"
"7263","Census Tract 81.45, Sacramento County, California",7563,5009,84983,5780,186,0,256,32,44,246,1019,88231,91818,6,67,"008145",180049,0,3.4,13.5,2.5,76.4,0.4,3.3,0.6,16,"0-19%","$150-199k"
"7264","Census Tract 79.03, Sacramento County, California",4903,3277,71793,3725,206,30,124,0,0,339,479,73803,98611,6,67,"007903",172414,0.6,2.5,9.8,4.2,76,0,6.9,0,14.6,"0-19%","$150-199k"
"7265","Census Tract 72.08, Sacramento County, California",4610,2985,60551,2709,225,0,364,34,0,56,1222,60699,77000,6,67,"007208",137699,0,7.9,26.5,4.9,58.8,0.7,1.2,0,31.4,"20-39%","$100-149k"
"7266","Census Tract 74.14, Sacramento County, California",4223,2610,46425,2610,299,87,263,10,0,160,794,53523,46058,6,67,"007414",99581,2.1,6.2,18.8,7.1,61.8,0.2,3.8,0,28,"20-39%","$75-99k"
"7267","Census Tract 74.15, Sacramento County, California",3218,2225,64280,2019,146,0,95,82,18,188,670,71188,77734,6,67,"007415",148922,0,3,20.8,4.5,62.7,2.5,5.8,0.6,25.3,"20-39%","$100-149k"
"7268","Census Tract 80.06, Sacramento County, California",5363,4069,72957,4088,133,12,237,0,0,228,665,71842,109621,6,67,"008006",181463,0.2,4.4,12.4,2.5,76.2,0,4.3,0,15.1,"0-19%","$150-199k"
"7269","Census Tract 106.01, San Diego County, California",2307,1828,121034,1547,24,14,64,0,0,97,561,141406,120833,6,73,"010601",262239,0.6,2.8,24.3,1,67.1,0,4.2,0,25.9,"20-39%","$200k+"
