"","tract_name","pop_total","pop_total_25plus","median_household_income","pop_white","pop_black","pop_amerindian","pop_asian","pop_nativehawaii","pop_otherrace","pop_tworaces","pop_hispanic","mhinc_2544ages","mhinc_4465ages","fips_state_code","fips_county_code","tract","mhinc","pct_popam","pct_popas","pct_pophi","pct_popbl","pct_popwh","pct_pophp","pct_poptr","pct_popothr","pocrace","race_brks_nonwhiteasian","inc_brks"
"1","Census Tract 28.06, Santa Barbara County, California",2430,1556,63259,1264,86,0,23,0,0,101,956,91250,50417,6,83,"002806",141667,0,0.9,39.3,3.5,52,0,4.2,0,42.8,"40-59%","$100-149k"
"2","Census Tract 29.13, Santa Barbara County, California",3869,2752,91106,3188,16,0,140,0,0,16,509,136635,126827,6,83,"002913",263462,0,3.6,13.2,0.4,82.4,0,0.4,0,13.6,"0-19%","$200k+"
"3","Census Tract 29.14, Santa Barbara County, California",3386,2436,93125,2096,4,49,435,0,0,61,741,103625,105714,6,83,"002914",209339,1.4,12.8,21.9,0.1,61.9,0,1.8,0,23.4,"20-39%","$200k+"
"4","Census Tract 4, Santa Barbara County, California",5411,4019,74795,3907,0,0,380,23,0,184,917,72232,109056,6,83,"000400",181288,0,7,16.9,0,72.2,0.4,3.4,0,16.9,"0-19%","$150-199k"
"5","Census Tract 12.03, Santa Barbara County, California",3029,2236,59135,2252,9,0,202,0,0,17,549,126944,80139,6,83,"001203",207083,0,6.7,18.1,0.3,74.3,0,0.6,0,18.4,"0-19%","$200k+"
"6","Census Tract 18, Santa Barbara County, California",941,632,50208,471,6,4,5,0,0,18,437,59167,44844,6,83,"001800",104011,0.4,0.5,46.4,0.6,50.1,0,1.9,0,47.4,"40-59%","$100-149k"
"7","Census Tract 19.05, Santa Barbara County, California",2595,2089,95536,2019,13,0,22,42,0,31,468,99417,102037,6,83,"001905",201454,0,0.8,18,0.5,77.8,1.6,1.2,0,18.5,"0-19%","$200k+"
"8","Census Tract 20.12, Santa Barbara County, California",3235,2246,89107,2431,5,0,187,0,0,144,468,87993,110160,6,83,"002012",198153,0,5.8,14.5,0.2,75.1,0,4.5,0,14.7,"0-19%","$150-199k"
"9","Census Tract 27.08, Santa Barbara County, California",2297,1673,50556,1438,28,12,51,0,0,135,633,57500,61346,6,83,"002708",118846,0.5,2.2,27.6,1.2,62.6,0,5.9,0,29.3,"20-39%","$100-149k"
"10","Census Tract 29.07, Santa Barbara County, California",4176,2978,128281,2897,6,0,460,0,7,158,648,91779,163750,6,83,"002907",255529,0,11,15.5,0.1,69.4,0,3.8,0.2,15.6,"0-19%","$200k+"
"11","Census Tract 29.09, Santa Barbara County, California",5994,3854,111767,3197,27,0,354,0,0,186,2230,140192,139531,6,83,"002909",279723,0,5.9,37.2,0.5,53.3,0,3.1,0,37.7,"20-39%","$200k+"
"12","Census Tract 20.08, Santa Barbara County, California",6551,4326,80581,4060,136,0,163,86,0,199,1907,93311,95950,6,83,"002008",189261,0,2.5,29.1,2.1,62,1.3,3,0,31.2,"20-39%","$150-199k"
"13","Census Tract 81.36, Sacramento County, California",2472,1798,53750,1951,22,0,252,8,0,43,196,60938,66042,6,67,"008136",126980,0,10.2,7.9,0.9,78.9,0.3,1.7,0,8.8,"0-19%","$100-149k"
"14","Census Tract 6, Sacramento County, California",1121,876,23618,615,161,0,36,0,0,14,295,43750,16782,6,67,"000600",60532,0,3.2,26.3,14.4,54.9,0,1.2,0,40.7,"40-59%","$50-74k"
"15","Census Tract 7, Sacramento County, California",2547,2150,12426,654,777,20,417,8,37,82,552,80833,12093,6,67,"000700",92926,0.8,16.4,21.7,30.5,25.7,0.3,3.2,1.5,53,"40-59%","$75-99k"
"16","Census Tract 18, Sacramento County, California",4719,3770,56466,2529,545,0,631,12,0,222,780,61591,71094,6,67,"001800",132685,0,13.4,16.5,11.5,53.6,0.3,4.7,0,28,"20-39%","$100-149k"
"17","Census Tract 22, Sacramento County, California",4460,2615,30955,1286,870,0,690,49,0,225,1340,29844,51083,6,67,"002200",80927,0,15.5,30,19.5,28.8,1.1,5,0,49.5,"40-59%","$75-99k"
"18","Census Tract 29, Sacramento County, California",4962,3867,59097,2681,165,0,204,175,0,175,1562,81350,65467,6,67,"002900",146817,0,4.1,31.5,3.3,54,3.5,3.5,0,34.8,"20-39%","$100-149k"
"19","Census Tract 30, Sacramento County, California",7798,4852,62045,2912,1466,0,579,121,0,257,2463,64865,59833,6,67,"003000",124698,0,7.4,31.6,18.8,37.3,1.6,3.3,0,50.4,"40-59%","$100-149k"
"20","Census Tract 39, Sacramento County, California",3450,2604,66691,1480,104,0,661,10,0,306,889,68571,82702,6,67,"003900",151273,0,19.2,25.8,3,42.9,0.3,8.9,0,28.8,"20-39%","$150-199k"
"21","Census Tract 40.12, Sacramento County, California",3361,2441,118125,1265,217,0,958,0,8,248,665,82174,137431,6,67,"004012",219605,0,28.5,19.8,6.5,37.6,0,7.4,0.2,26.3,"20-39%","$200k+"
"22","Census Tract 49.05, Sacramento County, California",7099,4276,42595,1285,1578,0,930,387,0,82,2837,44474,69883,6,67,"004905",114357,0,13.1,40,22.2,18.1,5.5,1.2,0,62.2,"60-79%","$100-149k"
"23","Census Tract 79.04, Sacramento County, California",5399,3852,76789,4269,125,8,84,0,0,315,598,75425,90804,6,67,"007904",166229,0.1,1.6,11.1,2.3,79.1,0,5.8,0,13.5,"0-19%","$150-199k"
"24","Census Tract 81.38, Sacramento County, California",3665,2645,62399,2265,148,18,36,0,0,50,1148,63375,60625,6,67,"008138",124000,0.5,1,31.3,4,61.8,0,1.4,0,35.8,"20-39%","$100-149k"
"25","Census Tract 82.11, Sacramento County, California",2943,2124,87308,2547,7,19,37,0,0,107,226,74811,105909,6,67,"008211",180720,0.6,1.3,7.7,0.2,86.5,0,3.6,0,8.5,"0-19%","$150-199k"
"26","Census Tract 93.09, Sacramento County, California",2304,1690,73606,1675,30,34,76,0,0,159,330,89250,87031,6,67,"009309",176281,1.5,3.3,14.3,1.3,72.7,0,6.9,0,17.1,"0-19%","$150-199k"
"27","Census Tract 82.08, Sacramento County, California",4648,3279,53287,3627,46,22,122,0,0,189,642,51552,54667,6,67,"008208",106219,0.5,2.6,13.8,1,78,0,4.1,0,15.3,"0-19%","$100-149k"
"28","Census Tract 85.04, Sacramento County, California",4620,3069,105508,2888,78,3,771,35,0,275,570,115769,122188,6,67,"008504",237957,0.1,16.7,12.3,1.7,62.5,0.8,6,0,14.1,"0-19%","$200k+"
"29","Census Tract 86, Sacramento County, California",6991,5378,102122,5481,161,32,317,16,18,247,719,115769,146411,6,67,"008600",262180,0.5,4.5,10.3,2.3,78.4,0.2,3.5,0.3,13.1,"0-19%","$200k+"
"30","Census Tract 90.08, Sacramento County, California",5098,3054,44948,2259,580,0,264,30,52,302,1611,45234,43125,6,67,"009008",88359,0,5.2,31.6,11.4,44.3,0.6,5.9,1,43,"40-59%","$75-99k"
"31","Census Tract 93.07, Sacramento County, California",5645,3808,87688,3405,273,0,695,95,0,319,858,87279,110588,6,67,"009307",197867,0,12.3,15.2,4.8,60.3,1.7,5.7,0,20,"0-19%","$150-199k"
"32","Census Tract 94.06, Sacramento County, California",2294,1609,102000,1560,36,13,111,0,0,43,531,114000,108333,6,67,"009406",222333,0.6,4.8,23.1,1.6,68,0,1.9,0,25.3,"20-39%","$200k+"
"33","Census Tract 95.02, Sacramento County, California",7893,4628,72414,3980,30,28,229,0,30,173,3423,73047,97567,6,67,"009502",170614,0.4,2.9,43.4,0.4,50.4,0,2.2,0.4,44.2,"40-59%","$150-199k"
"34","Census Tract 3, Sacramento County, California",3176,2512,104732,2442,0,26,249,12,0,96,351,132361,127024,6,67,"000300",259385,0.8,7.8,11.1,0,76.9,0.4,3,0,11.9,"0-19%","$200k+"
"35","Census Tract 5, Sacramento County, California",3182,2409,55053,1765,225,85,119,16,0,126,846,65083,35000,6,67,"000500",100083,2.7,3.7,26.6,7.1,55.5,0.5,4,0,36.4,"20-39%","$100-149k"
"36","Census Tract 8, Sacramento County, California",1567,1445,71719,1100,102,0,196,0,0,35,134,101719,NA,6,67,"000800",NA,0,12.5,8.6,6.5,70.2,0,2.2,0,15.1,"0-19%",NA
"37","Census Tract 13, Sacramento County, California",3027,2470,50268,1720,227,28,351,23,26,91,561,53952,55417,6,67,"001300",109369,0.9,11.6,18.5,7.5,56.8,0.8,3,0.9,26.9,"20-39%","$100-149k"
"38","Census Tract 21, Sacramento County, California",2309,1760,55034,1019,127,0,642,0,19,85,417,67250,48482,6,67,"002100",115732,0,27.8,18.1,5.5,44.1,0,3.7,0.8,23.6,"20-39%","$100-149k"
"39","Census Tract 31.01, Sacramento County, California",3608,2241,52794,1128,184,5,143,4,23,98,2023,52813,44643,6,67,"003101",97456,0.1,4,56.1,5.1,31.3,0.1,2.7,0.6,61.3,"60-79%","$75-99k"
"40","Census Tract 1, Sacramento County, California",3798,2909,99605,3239,23,30,73,0,0,137,296,114091,111375,6,67,"000100",225466,0.8,1.9,7.8,0.6,85.3,0,3.6,0,9.2,"0-19%","$200k+"
"41","Census Tract 12, Sacramento County, California",3290,2846,37083,2174,258,18,105,0,39,110,586,49223,22404,6,67,"001200",71627,0.5,3.2,17.8,7.8,66.1,0,3.3,1.2,26.1,"20-39%","$50-74k"
"42","Census Tract 17, Sacramento County, California",5304,4047,56776,3732,102,0,558,0,0,165,747,89545,82782,6,67,"001700",172327,0,10.5,14.1,1.9,70.4,0,3.1,0,16,"0-19%","$150-199k"
"43","Census Tract 19, Sacramento County, California",3004,2257,47788,1980,164,0,219,0,0,112,529,51103,52000,6,67,"001900",103103,0,7.3,17.6,5.5,65.9,0,3.7,0,23.1,"20-39%","$100-149k"
"44","Census Tract 24, Sacramento County, California",4571,3533,129976,3523,115,0,227,0,0,254,452,128188,164167,6,67,"002400",292355,0,5,9.9,2.5,77.1,0,5.6,0,12.4,"0-19%","$200k+"
"45","Census Tract 32.02, Sacramento County, California",5156,3243,34583,966,352,11,1638,0,376,173,1640,26932,38625,6,67,"003202",65557,0.2,31.8,31.8,6.8,18.7,0,3.4,7.3,38.8,"20-39%","$50-74k"
"46","Census Tract 155.02, San Diego County, California",2902,2072,101146,2056,6,116,42,3,0,92,587,113583,127000,6,73,"015502",240583,4,1.4,20.2,0.2,70.8,0.1,3.2,0,24.4,"20-39%","$200k+"
"47","Census Tract 404.05, Riverside County, California",5950,3919,89000,2669,282,120,137,0,0,77,2665,97227,103646,6,65,"040405",200873,2,2.3,44.8,4.7,44.9,0,1.3,0,51.5,"40-59%","$200k+"
"48","Census Tract 316.02, Riverside County, California",6280,3727,48926,1344,215,13,133,0,11,118,4446,47964,56377,6,65,"031602",104341,0.2,2.1,70.8,3.4,21.4,0,1.9,0.2,74.4,"60-79%","$100-149k"
"49","Census Tract 509, Riverside County, California",5024,3388,73536,2202,423,7,510,8,0,230,1644,61278,94821,6,65,"050900",156099,0.1,10.2,32.7,8.4,43.8,0.2,4.6,0,41.2,"40-59%","$150-199k"
"50","Census Tract 406.09, Riverside County, California",12904,7757,121238,2649,1008,38,4488,0,0,776,3945,124732,121613,6,65,"040609",246345,0.3,34.8,30.6,7.8,20.5,0,6,0,38.7,"20-39%","$200k+"
"51","Census Tract 490, Riverside County, California",10159,6072,91445,2261,1893,33,514,12,0,148,5298,76800,101250,6,65,"049000",178050,0.3,5.1,52.2,18.6,22.3,0.1,1.5,0,71.1,"60-79%","$150-199k"
"52","Census Tract 426.18, Riverside County, California",9094,4862,51917,846,577,4,235,0,0,41,7391,52019,62083,6,65,"042618",114102,0,2.6,81.3,6.3,9.3,0,0.5,0,87.6,"80-89%","$100-149k"
"53","Census Tract 426.17, Riverside County, California",11053,5781,44250,653,995,0,304,0,60,27,9014,43021,53272,6,65,"042617",96293,0,2.8,81.6,9,5.9,0,0.2,0.5,90.6,"90-100%","$75-99k"
"54","Census Tract 5315.04, Los Angeles County, California",4196,2705,41476,47,0,0,0,0,0,0,4149,42026,36042,6,37,"531504",78068,0,0,98.9,0,1.1,0,0,0,98.9,"90-100%","$75-99k"
"55","Census Tract 5315.03, Los Angeles County, California",2765,1579,37022,15,17,0,0,0,0,0,2733,36799,37083,6,37,"531503",73882,0,0,98.8,0.6,0.5,0,0,0,99.4,"90-100%","$50-74k"
"56","Census Tract 2060.31, Los Angeles County, California",3589,3164,87500,1520,156,11,1350,21,0,210,321,104357,86250,6,37,"206031",190607,0.3,37.6,8.9,4.3,42.4,0.6,5.9,0,13.5,"0-19%","$150-199k"
"57","Census Tract 1863.01, Los Angeles County, California",3119,2016,38672,484,101,0,363,0,0,54,2117,36290,46875,6,37,"186301",83165,0,11.6,67.9,3.2,15.5,0,1.7,0,71.1,"60-79%","$75-99k"
"58","Census Tract 1831.04, Los Angeles County, California",2248,1705,69250,589,15,32,363,5,0,25,1219,88077,86518,6,37,"183104",174595,1.4,16.1,54.2,0.7,26.2,0.2,1.1,0,56.3,"40-59%","$150-199k"
"59","Census Tract 3118.01, Los Angeles County, California",2850,2187,58199,1126,82,0,277,13,69,45,1238,60658,58000,6,37,"311801",118658,0,9.7,43.4,2.9,39.5,0.5,1.6,2.4,46.3,"40-59%","$100-149k"
"60","Census Tract 9800.28, Los Angeles County, California",0,0,-666666666,0,0,0,0,0,0,0,0,NA,NA,6,37,"980028",NA,0,0,0,0,0,0,0,0,0,"0-19%",NA
"61","Census Tract 9800.26, Los Angeles County, California",39,16,-666666666,10,7,0,0,0,0,4,18,NA,NA,6,37,"980026",NA,0,0,46.2,17.9,25.6,0,10.3,0,64.1,"60-79%",NA
"62","Census Tract 4085.05, Los Angeles County, California",2532,1906,109688,426,30,11,916,36,0,10,1103,125714,138068,6,37,"408505",263782,0.4,36.2,43.6,1.2,16.8,1.4,0.4,0,45.2,"40-59%","$200k+"
"63","Census Tract 451.25, Riverside County, California",3223,2788,102422,2690,22,0,9,0,0,14,488,NA,101667,6,65,"045125",NA,0,0.3,15.1,0.7,83.5,0,0.4,0,15.8,"0-19%",NA
"64","Census Tract 472.02, Riverside County, California",1799,1402,36771,1050,0,0,21,0,0,8,720,23750,50865,6,65,"047202",74615,0,1.2,40,0,58.4,0,0.4,0,40,"20-39%","$50-74k"
"65","Census Tract 472.01, Riverside County, California",1911,1518,22938,1133,0,9,0,0,0,0,769,17628,22802,6,65,"047201",40430,0.5,0,40.2,0,59.3,0,0,0,40.7,"40-59%","<$50k"
"66","Census Tract 469, Riverside County, California",1571,1100,41923,578,37,5,0,0,0,11,940,76944,38929,6,65,"046900",115873,0.3,0,59.8,2.4,36.8,0,0.7,0,62.5,"60-79%","$100-149k"
"67","Census Tract 466.01, Riverside County, California",3526,2959,96250,1018,735,13,70,40,5,426,1219,NA,185000,6,65,"046601",NA,0.4,2,34.6,20.8,28.9,1.1,12.1,0.1,55.8,"40-59%",NA
"68","Census Tract 456.09, Riverside County, California",5222,3226,28398,115,19,0,0,0,0,0,5088,28132,30977,6,65,"045609",59109,0,0,97.4,0.4,2.2,0,0,0,97.8,"90-100%","$50-74k"
"69","Census Tract 456.08, Riverside County, California",2904,2739,141750,2611,73,5,108,0,14,0,93,207083,173000,6,65,"045608",380083,0.2,3.7,3.2,2.5,89.9,0,0,0.5,5.9,"0-19%","$200k+"
"70","Census Tract 432.48, Riverside County, California",4936,3090,96250,2566,68,133,640,0,0,198,1331,92782,132262,6,65,"043248",225044,2.7,13,27,1.4,52,0,4,0,31.1,"20-39%","$200k+"
"71","Census Tract 432.47, Riverside County, California",11413,6709,102046,5290,927,114,1319,9,33,351,3370,105222,101789,6,65,"043247",207011,1,11.6,29.5,8.1,46.4,0.1,3.1,0.3,38.6,"20-39%","$200k+"
"72","Census Tract 432.46, Riverside County, California",5706,3557,102545,3592,172,6,432,0,4,303,1197,108529,103860,6,65,"043246",212389,0.1,7.6,21,3,63,0,5.3,0.1,24.1,"20-39%","$200k+"
"73","Census Tract 432.44, Riverside County, California",8862,5423,86884,4940,631,99,423,96,0,710,1963,94698,106515,6,65,"043244",201213,1.1,4.8,22.2,7.1,55.7,1.1,8,0,30.4,"20-39%","$200k+"
"74","Census Tract 432.42, Riverside County, California",9659,5695,101725,4596,335,48,1117,66,0,765,2732,102576,109320,6,65,"043242",211896,0.5,11.6,28.3,3.5,47.6,0.7,7.9,0,32.3,"20-39%","$200k+"
"75","Census Tract 432.40, Riverside County, California",11051,6469,103095,5070,879,23,1132,31,0,458,3458,95542,121429,6,65,"043240",216971,0.2,10.2,31.3,8,45.9,0.3,4.1,0,39.5,"20-39%","$200k+"
"76","Census Tract 432.29, Riverside County, California",5198,4012,53723,3820,143,0,235,0,0,77,923,103798,82679,6,65,"043229",186477,0,4.5,17.8,2.8,73.5,0,1.5,0,20.6,"20-39%","$150-199k"
"77","Census Tract 9901, Marin County, California",0,0,-666666666,0,0,0,0,0,0,0,0,NA,NA,6,41,"990100",NA,0,0,0,0,0,0,0,0,0,"0-19%",NA
"78","Census Tract 1311, Marin County, California",1123,846,110500,1068,0,0,5,0,0,17,33,149821,135625,6,41,"131100",285446,0,0.4,2.9,0,95.1,0,1.5,0,2.9,"0-19%","$200k+"
"79","Census Tract 1192.01, Marin County, California",3360,2651,82006,2432,79,0,225,0,0,69,555,117031,101269,6,41,"119201",218300,0,6.7,16.5,2.4,72.4,0,2.1,0,18.9,"0-19%","$200k+"
"80","Census Tract 1122.02, Marin County, California",4607,2873,60956,830,14,0,555,0,195,42,2971,60221,58309,6,41,"112202",118530,0,12,64.5,0.3,18,0,0.9,4.2,64.8,"60-79%","$100-149k"
"81","Census Tract 1122.01, Marin County, California",7700,4056,35098,391,105,6,278,0,292,59,6569,32147,38500,6,41,"112201",70647,0.1,3.6,85.3,1.4,5.1,0,0.8,3.8,86.8,"80-89%","$50-74k"
"82","Census Tract 1302.02, Marin County, California",4232,3767,106904,3528,148,0,131,0,11,78,336,129514,114375,6,41,"130202",243889,0,3.1,7.9,3.5,83.4,0,1.8,0.3,11.4,"0-19%","$200k+"
"83","Census Tract 1302.01, Marin County, California",3477,3118,131134,3042,36,20,78,19,0,8,274,154063,136250,6,41,"130201",290313,0.6,2.2,7.9,1,87.5,0.5,0.2,0,9.5,"0-19%","$200k+"
"84","Census Tract 3551.12, Contra Costa County, California",5410,4110,166771,4173,98,0,587,7,22,124,399,201172,181184,6,13,"355112",382356,0,10.9,7.4,1.8,77.1,0.1,2.3,0.4,9.2,"0-19%","$200k+"
"85","Census Tract 1192.02, Marin County, California",3534,2364,188750,2994,80,0,139,0,24,111,186,250001,186364,6,41,"119202",436365,0,3.9,5.3,2.3,84.7,0,3.1,0.7,7.6,"0-19%","$200k+"
"86","Census Tract 1090.02, Marin County, California",4129,3151,100000,3671,30,0,90,0,0,94,244,140139,158199,6,41,"109002",298338,0,2.2,5.9,0.7,88.9,0,2.3,0,6.6,"0-19%","$200k+"
"87","Census Tract 3923, Contra Costa County, California",3122,2041,145833,195,331,0,2134,0,10,153,299,162679,140521,6,13,"392300",303200,0,68.4,9.6,10.6,6.2,0,4.9,0.3,20.2,"20-39%","$200k+"
"88","Census Tract 3553.06, Contra Costa County, California",5227,3458,137727,4241,80,60,194,0,2,157,493,175759,139598,6,13,"355306",315357,1.1,3.7,9.4,1.5,81.1,0,3,0,12,"0-19%","$200k+"
"89","Census Tract 3922, Contra Costa County, California",12001,7960,78105,2130,1854,82,2468,15,12,492,4948,72208,96364,6,13,"392200",168572,0.7,20.6,41.2,15.4,17.7,0.1,4.1,0.1,57.3,"40-59%","$150-199k"
"90","Census Tract 3342, Contra Costa County, California",7809,5762,170494,6173,400,0,459,15,272,209,281,250001,195893,6,13,"334200",445894,0,5.9,3.6,5.1,79,0.2,2.7,3.5,8.7,"0-19%","$200k+"
"91","Census Tract 3340.06, Contra Costa County, California",4834,3378,120873,2811,223,12,1103,0,0,213,472,152050,121583,6,13,"334006",273633,0.2,22.8,9.8,4.6,58.2,0,4.4,0,14.6,"0-19%","$200k+"
"92","Census Tract 3551.13, Contra Costa County, California",5134,3470,185500,3115,109,0,1442,29,0,121,318,204821,198854,6,13,"355113",403675,0,28.1,6.2,2.1,60.7,0.6,2.4,0,8.3,"0-19%","$200k+"
"93","Census Tract 3601.02, Contra Costa County, California",4241,3281,115082,1427,305,15,1220,0,0,271,1003,101477,119464,6,13,"360102",220941,0.4,28.8,23.7,7.2,33.6,0,6.4,0,31.3,"20-39%","$200k+"
"94","Census Tract 3200.03, Contra Costa County, California",2704,1868,124250,1946,79,0,392,0,0,83,204,133320,132902,6,13,"320003",266222,0,14.5,7.5,2.9,72,0,3.1,0,10.4,"0-19%","$200k+"
"95","Census Tract 3032.02, Contra Costa County, California",7211,4559,109338,4160,480,0,535,0,0,318,1718,140729,117759,6,13,"303202",258488,0,7.4,23.8,6.7,57.7,0,4.4,0,30.5,"20-39%","$200k+"
"96","Census Tract 3551.09, Contra Costa County, California",7469,5258,107250,2655,1669,0,944,12,0,226,1963,86372,147241,6,13,"355109",233613,0,12.6,26.3,22.3,35.5,0.2,3,0,48.6,"40-59%","$200k+"
"97","Census Tract 3040.04, Contra Costa County, California",3794,3015,109773,2911,14,0,190,0,0,229,450,114688,131591,6,13,"304004",246279,0,5,11.9,0.4,76.7,0,6,0,12.3,"0-19%","$200k+"
"98","Census Tract 9900, Contra Costa County, California",0,0,-666666666,0,0,0,0,0,0,0,0,NA,NA,6,13,"990000",NA,0,0,0,0,0,0,0,0,0,"0-19%",NA
"99","Census Tract 110.01, Mendocino County, California",1967,1649,44167,1628,0,7,87,46,0,79,120,38750,53438,6,45,"011001",92188,0.4,4.4,6.1,0,82.8,2.3,4,0,6.5,"0-19%","$75-99k"
"100","Census Tract 111.02, Mendocino County, California",4097,3173,50625,2839,24,300,40,0,0,71,823,57000,50750,6,45,"011102",107750,7.3,1,20.1,0.6,69.3,0,1.7,0,28,"20-39%","$100-149k"
"101","Census Tract 110.02, Mendocino County, California",5743,4575,53939,4707,0,35,189,0,67,196,549,70700,56719,6,45,"011002",127419,0.6,3.3,9.6,0,82,0,3.4,1.2,10.2,"0-19%","$100-149k"
"102","Census Tract 9901, Mendocino County, California",0,0,-666666666,0,0,0,0,0,0,0,0,NA,NA,6,45,"990100",NA,0,0,0,0,0,0,0,0,0,"0-19%",NA
"103","Census Tract 29.26, Santa Barbara County, California",6425,555,20645,3917,221,6,542,0,0,101,1638,28958,26500,6,83,"002926",55458,0.1,8.4,25.5,3.4,61,0,1.6,0,29,"20-39%","$50-74k"
"104","Census Tract 29.24, Santa Barbara County, California",6298,344,21289,3554,117,0,925,0,6,342,1354,31875,36458,6,83,"002924",68333,0,14.7,21.5,1.9,56.4,0,5.4,0.1,23.4,"20-39%","$50-74k"
"105","Census Tract 29.22, Santa Barbara County, California",11135,1805,77760,3957,254,0,3400,14,22,658,2830,71576,114250,6,83,"002922",185826,0,30.5,25.4,2.3,35.5,0.1,5.9,0.2,27.7,"20-39%","$150-199k"
"106","Census Tract 93.24, Sacramento County, California",2942,1967,147188,1611,123,6,535,58,0,160,449,250001,157262,6,67,"009324",407263,0.2,18.2,15.3,4.2,54.8,2,5.4,0,19.7,"0-19%","$200k+"
"107","Census Tract 25.02, Santa Barbara County, California",7581,4144,43797,491,36,38,219,0,0,79,6718,42239,54474,6,83,"002502",96713,0.5,2.9,88.6,0.5,6.5,0,1,0,89.6,"80-89%","$75-99k"
"108","Census Tract 3.04, Amador County, California",4259,2861,69978,3346,0,7,21,0,0,225,660,82550,70924,6,5,"000304",153474,0.2,0.5,15.5,0,78.6,0,5.3,0,15.7,"0-19%","$150-199k"
"109","Census Tract 93.26, Sacramento County, California",4978,3186,112969,2022,410,19,1323,12,10,493,689,186309,102143,6,67,"009326",288452,0.4,26.6,13.8,8.2,40.6,0.2,9.9,0.2,22.4,"20-39%","$200k+"
"110","Census Tract 90.10, Sacramento County, California",5047,3543,57020,1855,773,0,1197,160,0,246,816,63984,50809,6,67,"009010",114793,0,23.7,16.2,15.3,36.8,3.2,4.9,0,31.5,"20-39%","$100-149k"
"111","Census Tract 88.01, Sacramento County, California",4091,2718,78375,2280,351,0,529,126,29,239,537,76250,89265,6,67,"008801",165515,0,12.9,13.1,8.6,55.7,3.1,5.8,0.7,21.7,"20-39%","$150-199k"
"112","Census Tract 87.05, Sacramento County, California",7282,4607,116019,3172,340,11,2008,33,18,604,1096,117163,122188,6,67,"008705",239351,0.2,27.6,15.1,4.7,43.6,0.5,8.3,0.2,20,"0-19%","$200k+"
"113","Census Tract 87.04, Sacramento County, California",3750,2195,109896,1503,321,32,1141,0,27,192,534,97215,139875,6,67,"008704",237090,0.9,30.4,14.2,8.6,40.1,0,5.1,0.7,23.7,"20-39%","$200k+"
"114","Census Tract 85.10, Sacramento County, California",4789,3149,145511,3246,16,0,598,0,0,235,694,158036,159438,6,67,"008510",317474,0,12.5,14.5,0.3,67.8,0,4.9,0,14.8,"0-19%","$200k+"
"115","Census Tract 1090.01, Marin County, California",4411,3077,100260,2524,80,0,178,0,65,340,1224,97391,121484,6,41,"109001",218875,0,4,27.7,1.8,57.2,0,7.7,1.5,29.5,"20-39%","$200k+"
"116","Census Tract 1022.03, Marin County, California",5737,4015,68688,2704,244,0,279,12,133,350,2015,81058,69708,6,41,"102203",150766,0,4.9,35.1,4.3,47.1,0.2,6.1,2.3,39.4,"20-39%","$150-199k"
"117","Census Tract 85.08, Sacramento County, California",7492,4627,123036,4011,60,12,2075,45,0,741,548,148750,117543,6,67,"008508",266293,0.2,27.7,7.3,0.8,53.5,0.6,9.9,0,8.3,"0-19%","$200k+"
"118","Census Tract 74.32, Sacramento County, California",5143,3085,72244,3171,654,0,338,16,88,315,561,74500,79808,6,67,"007432",154308,0,6.6,10.9,12.7,61.7,0.3,6.1,1.7,23.6,"20-39%","$150-199k"
"119","Census Tract 85.07, Sacramento County, California",4104,2700,96011,2580,70,10,763,28,0,203,450,105521,106635,6,67,"008507",212156,0.2,18.6,11,1.7,62.9,0.7,4.9,0,12.9,"0-19%","$200k+"
"120","Census Tract 85.05, Sacramento County, California",2201,1486,142778,1504,21,0,455,0,0,105,116,153214,147431,6,67,"008505",300645,0,20.7,5.3,1,68.3,0,4.8,0,6.3,"0-19%","$200k+"
"121","Census Tract 74.33, Sacramento County, California",7925,4945,60387,4033,677,0,1399,423,3,455,935,65536,73511,6,67,"007433",139047,0,17.7,11.8,8.5,50.9,5.3,5.7,0,20.3,"20-39%","$100-149k"
"122","Census Tract 74.31, Sacramento County, California",3552,2268,69844,1964,279,33,344,20,0,346,566,63977,81515,6,67,"007431",145492,0.9,9.7,15.9,7.9,55.3,0.6,9.7,0,24.7,"20-39%","$100-149k"
"123","Census Tract 74.30, Sacramento County, California",8398,5064,65750,4695,842,0,704,137,0,239,1781,71614,70125,6,67,"007430",141739,0,8.4,21.2,10,55.9,1.6,2.8,0,31.2,"20-39%","$100-149k"
"124","Census Tract 74.29, Sacramento County, California",5197,2836,40211,2340,834,38,428,0,0,227,1330,36657,57672,6,67,"007429",94329,0.7,8.2,25.6,16,45,0,4.4,0,42.3,"40-59%","$75-99k"
"125","Census Tract 74.27, Sacramento County, California",7216,4774,65718,4248,329,22,484,206,0,461,1466,73199,67696,6,67,"007427",140895,0.3,6.7,20.3,4.6,58.9,2.9,6.4,0,25.2,"20-39%","$100-149k"
"126","Census Tract 4027.05, Los Angeles County, California",3202,2189,70975,537,92,0,172,0,4,31,2366,71842,77891,6,37,"402705",149733,0,5.4,73.9,2.9,16.8,0,1,0.1,76.8,"60-79%","$100-149k"
"127","Census Tract 4024.05, Los Angeles County, California",2982,1828,63810,18,395,0,87,35,0,0,2447,73060,64048,6,37,"402405",137108,0,2.9,82.1,13.2,0.6,1.2,0,0,95.3,"90-100%","$100-149k"
